Section     D       B       t       C       R
7CS4x065	7.000	4.000	0.065	0.788	0.1875
7CS4x059	7.000	4.000	0.059	0.773	0.1875
7CS2.5x105	7.000	2.500	0.105	0.885	0.1875
7CS2.5x085	7.000	2.500	0.085	0.836	0.1875
7CS2.5x070	7.000	2.500	0.070	0.800	0.1875
7CS2.5x065	7.000	2.500	0.065	0.788	0.1875
7CS2.5x059	7.000	2.500	0.059	0.773	0.1875
6CS4x105	6.000	4.000	0.105	0.885	0.1875
6CS4x085	6.000	4.000	0.085	0.836	0.1875
6CS4x070	6.000	4.000	0.070	0.800	0.1875
6CS4x065	6.000	4.000	0.065	0.788	0.1875
6CS4x059	6.000	4.000	0.059	0.773	0.1875
6CS2.5x105	6.000	2.500	0.105	0.885	0.1875
6CS2.5x085	6.000	2.500	0.085	0.836	0.1875
6CS2.5x070	6.000	2.500	0.070	0.800	0.1875
6CS2.5x065	6.000	2.500	0.065	0.788	0.1875
6CS2.5x059	6.000	2.500	0.059	0.773	0.1875
4CS4x105	4.000	4.000	0.105	0.885	0.1875
4CS4x085	4.000	4.000	0.085	0.836	0.1875
4CS4x070	4.000	4.000	0.070	0.800	0.1875
4CS4x065	4.000	4.000	0.065	0.788	0.1875
4CS4x059	4.000	4.000	0.059	0.773	0.1875
4CS2.5x105	4.000	2.500	0.105	0.885	0.1875
4CS2.5x085	4.000	2.500	0.085	0.836	0.1875
4CS2.5x070	4.000	2.500	0.070	0.800	0.1875
4CS2.5x065	4.000	2.500	0.065	0.788	0.1875
4CS2.5x059	4.000	2.500	0.059	0.773	0.1875
4CS2x105	4.000	2.000	0.105	0.979	0.1875
4CS2x085	4.000	2.000	0.085	0.930	0.1875
4CS2x070	4.000	2.000	0.070	0.894	0.1875
4CS2x065	4.000	2.000	0.065	0.881	0.1875
4CS2x059	4.000	2.000	0.059	0.867	0.1875

1200S250-97	12.000	2.500	0.1017	0.625	0.1525
1200S250-68	12.000	2.500	0.0713	0.625	0.1069
1200S250-54	12.000	2.500	0.0566	0.625	0.0849
1200S200-97	12.000	2.000	0.1017	0.625	0.1525
1200S200-68	12.000	2.000	0.0713	0.625	0.1069
1200S200-54	12.000	2.000	0.0566	0.625	0.0849
1200S162-97	12.000	1.625	0.1017	0.500	0.1525
1200S162-68	12.000	1.625	0.0713	0.500	0.1069
1200S162-54	12.000	1.625	0.0566	0.500	0.0849
1000S250-97	10.000	2.500	0.1017	0.625	0.1525
1000S250-68	10.000	2.500	0.0713	0.625	0.1069
1000S250-54	10.000	2.500	0.0566	0.625	0.0849
1000S250-43	10.000	2.500	0.0451	0.625	0.0712
1000S200-97	10.000	2.000	0.1017	0.625	0.1525
1000S200-68	10.000	2.000	0.0713	0.625	0.1069
1000S200-54	10.000	2.000	0.0566	0.625	0.0849
1000S200-43	10.000	2.000	0.0451	0.625	0.0712
1000S162-97	10.000	1.625	0.1017	0.500	0.1525
1000S162-68	10.000	1.625	0.0713	0.500	0.1069
1000S162-54	10.000	1.625	0.0566	0.500	0.0849
1000S162-43	10.000	1.625	0.0451	0.500	0.0712
800S250-97	8.000	2.500	0.1017	0.625	0.1525
800S250-68	8.000	2.500	0.0713	0.625	0.1069
800S250-54	8.000	2.500	0.0566	0.625	0.0849
800S250-43	8.000	2.500	0.0451	0.625	0.0712
800S200-97	8.000	2.000	0.1017	0.625	0.1525
800S200-68	8.000	2.000	0.0713	0.625	0.1069
800S200-54	8.000	2.000	0.0566	0.625	0.0849
800S200-43	8.000	2.000	0.0451	0.625	0.0712
800S200-33	8.000	2.000	0.0346	0.625	0.0764
800S162-97	8.000	1.625	0.1017	0.500	0.1525
800S162-68	8.000	1.625	0.0713	0.500	0.1069
800S162-54	8.000	1.625	0.0566	0.500	0.0849
800S162-43	8.000	1.625	0.0451	0.500	0.0712
800S162-33	8.000	1.625	0.0346	0.500	0.0764
800S137-97	8.000	1.375	0.1017	0.375	0.1525
800S137-68	8.000	1.375	0.0713	0.375	0.1069
800S137-54	8.000	1.375	0.0566	0.375	0.0849
800S137-43	8.000	1.375	0.0451	0.375	0.0712
800S137-33	8.000	1.375	0.0346	0.375	0.0764
600S250-97	6.000	2.500	0.1017	0.625	0.1525
600S250-68	6.000	2.500	0.0713	0.625	0.1069
600S250-54	6.000	2.500	0.0566	0.625	0.0849
600S250-43	6.000	2.500	0.0451	0.625	0.0712
600S200-97	6.000	2.000	0.1017	0.625	0.1525
600S200-68	6.000	2.000	0.0713	0.625	0.1069
600S200-54	6.000	2.000	0.0566	0.625	0.0849
600S200-43	6.000	2.000	0.0451	0.625	0.0712
600S200-33	6.000	2.000	0.0346	0.625	0.0764
600S162-97	6.000	1.625	0.1017	0.500	0.1525
600S162-68	6.000	1.625	0.0713	0.500	0.1069
600S162-54	6.000	1.625	0.0566	0.500	0.0849
600S162-43	6.000	1.625	0.0451	0.500	0.0712
600S162-33	6.000	1.625	0.0346	0.500	0.0764
600S137-97	6.000	1.375	0.1017	0.375	0.1525
600S137-68	6.000	1.375	0.0713	0.375	0.1069
600S137-54	6.000	1.375	0.0566	0.375	0.0849
600S137-43	6.000	1.375	0.0451	0.375	0.0712
600S137-33	6.000	1.375	0.0346	0.375	0.0764
550S162-68	5.500	1.625	0.0713	0.500	0.1069
550S162-54	5.500	1.625	0.0566	0.500	0.0849
550S162-43	5.500	1.625	0.0451	0.500	0.0712
550S162-33	5.500	1.625	0.0346	0.500	0.0764
400S200-68	4.000	2.000	0.0713	0.625	0.1069
400S200-54	4.000	2.000	0.0566	0.625	0.0849
400S200-43	4.000	2.000	0.0451	0.625	0.0712
400S200-33	4.000	2.000	0.0346	0.625	0.0764
400S162-68	4.000	1.625	0.0713	0.500	0.1069
400S162-54	4.000	1.625	0.0566	0.500	0.0849
400S162-43	4.000	1.625	0.0451	0.500	0.0712
400S162-33	4.000	1.625	0.0346	0.500	0.0764
400S137-68	4.000	1.375	0.0713	0.375	0.1069
400S137-54	4.000	1.375	0.0566	0.375	0.0849
400S137-43	4.000	1.375	0.0451	0.375	0.0712
400S137-33	4.000	1.375	0.0346	0.375	0.0764
362S200-68	3.625	2.000	0.0713	0.625	0.1069
362S200-54	3.625	2.000	0.0566	0.625	0.0849
362S200-43	3.625	2.000	0.0451	0.625	0.0712
362S200-33	3.625	2.000	0.0346	0.625	0.0764
362S162-68	3.625	1.625	0.0713	0.500	0.1069
362S162-54	3.625	1.625	0.0566	0.500	0.0849
362S162-43	3.625	1.625	0.0451	0.500	0.0712
362S162-33	3.625	1.625	0.0346	0.500	0.0764
362S137-68	3.625	1.375	0.0713	0.375	0.1069
362S137-54	3.625	1.375	0.0566	0.375	0.0849
362S137-43	3.625	1.375	0.0451	0.375	0.0712
362S137-33	3.625	1.375	0.0346	0.375	0.0764
350S162-68	3.500	1.625	0.0713	0.500	0.1069
350S162-54	3.500	1.625	0.0566	0.500	0.0849
350S162-43	3.500	1.625	0.0451	0.500	0.0712
350S162-33	3.500	1.625	0.0346	0.500	0.0764
250S162-68	2.500	1.625	0.0713	0.500	0.1069
250S162-54	2.500	1.625	0.0566	0.500	0.0849
250S162-43	2.500	1.625	0.0451	0.500	0.0712
250S162-33	2.500	1.625	0.0346	0.500	0.0764
250S137-68	2.500	1.375	0.0713	0.375	0.1069
250S137-54	2.500	1.375	0.0566	0.375	0.0849
250S137-43	2.500	1.375	0.0451	0.375	0.0712
250S137-33	2.500	1.375	0.0346	0.375	0.0764

1200T200-97	12.356	2.000	0.1017	0.1525
1200T200-68	12.250	2.000	0.0713	0.1069
1200T200-54	12.198	2.000	0.0566	0.0849
1200T150-97	12.356	1.500	0.1017	0.1525
1200T150-68	12.250	1.500	0.0713	0.1069
1200T150-54	12.198	1.500	0.0566	0.0849
1200T125-97	12.356	1.250	0.1017	0.1525
1200T125-68	12.250	1.250	0.0713	0.1069
1200T125-54	12.198	1.250	0.0566	0.0849
1000T200-97	10.356	2.000	0.1017	0.1525
1000T200-68	10.250	2.000	0.0713	0.1069
1000T200-54	10.198	2.000	0.0566	0.0849
1000T200-43	10.161	2.000	0.0451	0.0712
1000T150-97	10.356	1.500	0.1017	0.1525
1000T150-68	10.250	1.500	0.0713	0.1069
1000T150-54	10.198	1.500	0.0566	0.0849
1000T150-43	10.161	1.500	0.0451	0.0712
1000T125-97	10.356	1.250	0.1017	0.1525
1000T125-68	10.250	1.250	0.0713	0.1069
1000T125-54	10.198	1.250	0.0566	0.0849
1000T125-43	10.161	1.250	0.0451	0.0712
800T200-97	8.356	2.000	0.1017	0.1525
800T200-68	8.250	2.000	0.0713	0.1069
800T200-54	8.198	2.000	0.0566	0.0849
800T200-43	8.161	2.000	0.0451	0.0712
800T200-33	8.146	2.000	0.0346	0.0764
800T150-97	8.356	1.500	0.1017	0.1525
800T150-68	8.250	1.500	0.0713	0.1069
800T150-54	8.198	1.500	0.0566	0.0849
800T150-43	8.161	1.500	0.0451	0.0712
800T150-33	8.146	1.500	0.0346	0.0764
800T125-97	8.356	1.250	0.1017	0.1525
800T125-68	8.250	1.250	0.0713	0.1069
800T125-54	8.198	1.250	0.0566	0.0849
800T125-43	8.161	1.250	0.0451	0.0712
800T125-33	8.146	1.250	0.0346	0.0764
600T200-97	6.356	2.000	0.1017	0.1525
600T200-68	6.250	2.000	0.0713	0.1069
600T200-54	6.198	2.000	0.0566	0.0849
600T200-43	6.161	2.000	0.0451	0.0712
600T200-33	6.146	2.000	0.0346	0.0764
600T150-97	6.356	1.500	0.1017	0.1525
600T150-68	6.250	1.500	0.0713	0.1069
600T150-54	6.198	1.500	0.0566	0.0849
600T150-43	6.161	1.500	0.0451	0.0712
600T150-33	6.146	1.500	0.0346	0.0764
600T150-30	6.141	1.500	0.0312	0.0781
600T150-27	6.136	1.500	0.0283	0.0796
600T125-97	6.356	1.250	0.1017	0.1525
600T125-68	6.250	1.250	0.0713	0.1069
600T125-54	6.198	1.250	0.0566	0.0849
600T125-43	6.161	1.250	0.0451	0.0712
600T125-33	6.146	1.250	0.0346	0.0764
600T125-30	6.141	1.250	0.0312	0.0781
600T125-27	6.136	1.250	0.0283	0.0796
550T200-68	5.750	2.000	0.0713	0.1069
550T200-54	5.698	2.000	0.0566	0.0849
550T200-43	5.661	2.000	0.0451	0.0712
550T200-33	5.646	2.000	0.0346	0.0764
550T150-68	5.750	1.500	0.0713	0.1069
550T150-54	5.698	1.500	0.0566	0.0849
550T150-43	5.661	1.500	0.0451	0.0712
550T150-33	5.646	1.500	0.0346	0.0764
550T150-30	5.641	1.500	0.0312	0.0781
550T150-27	5.636	1.500	0.0283	0.0796
550T125-68	5.750	1.250	0.0713	0.1069
550T125-54	5.698	1.250	0.0566	0.0849
550T125-43	5.661	1.250	0.0451	0.0712
550T125-33	5.646	1.250	0.0346	0.0764
550T125-30	5.641	1.250	0.0312	0.0781
550T125-27	5.636	1.250	0.0283	0.0796
400T200-68	4.250	2.000	0.0713	0.1069
400T200-54	4.198	2.000	0.0566	0.0849
400T200-43	4.161	2.000	0.0451	0.0712
400T200-33	4.146	2.000	0.0346	0.0764
400T150-68	4.250	1.500	0.0713	0.1069
400T150-54	4.198	1.500	0.0566	0.0849
400T150-43	4.161	1.500	0.0451	0.0712
400T150-33	4.146	1.500	0.0346	0.0764
400T150-30	4.141	1.500	0.0312	0.0781
400T150-27	4.136	1.500	0.0283	0.0796
400T125-68	4.250	1.250	0.0713	0.1069
400T125-54	4.198	1.250	0.0566	0.0849
400T125-43	4.161	1.250	0.0451	0.0712
400T125-33	4.146	1.250	0.0346	0.0764
400T125-30	4.141	1.250	0.0312	0.0781
400T125-27	4.136	1.250	0.0283	0.0796
400T125-18	4.122	1.250	0.0188	0.0843
362T200-68	3.875	2.000	0.0713	0.1069
362T200-54	3.823	2.000	0.0566	0.0849
362T200-43	3.786	2.000	0.0451	0.0712
362T200-33	3.771	2.000	0.0346	0.0764
362T150-68	3.875	1.500	0.0713	0.1069
362T150-54	3.823	1.500	0.0566	0.0849
362T150-43	3.786	1.500	0.0451	0.0712
362T150-33	3.771	1.500	0.0346	0.0764
362T150-30	3.766	1.500	0.0312	0.0781
362T150-27	3.761	1.500	0.0283	0.0796
362T125-68	3.875	1.250	0.0713	0.1069
362T125-54	3.823	1.250	0.0566	0.0849
362T125-43	3.786	1.250	0.0451	0.0712
362T125-33	3.771	1.250	0.0346	0.0764
362T125-30	3.766	1.250	0.0312	0.0781
362T125-27	3.761	1.250	0.0283	0.0796
362T125-18	3.747	1.250	0.0188	0.0843
350T200-68	3.750	2.000	0.0713	0.1069
350T200-54	3.698	2.000	0.0566	0.0849
350T200-43	3.661	2.000	0.0451	0.0712
350T200-33	3.646	2.000	0.0346	0.0764
350T150-68	3.750	1.500	0.0713	0.1069
350T150-54	3.698	1.500	0.0566	0.0849
350T150-43	3.661	1.500	0.0451	0.0712
350T150-33	3.646	1.500	0.0346	0.0764
350T150-30	3.641	1.500	0.0312	0.0781
350T150-27	3.636	1.500	0.0283	0.0796
350T125-68	3.750	1.250	0.0713	0.1069
350T125-54	3.698	1.250	0.0566	0.0849
350T125-43	3.661	1.250	0.0451	0.0712
350T125-33	3.646	1.250	0.0346	0.0764
350T125-30	3.641	1.250	0.0312	0.0781
350T125-27	3.636	1.250	0.0283	0.0796
350T125-18	3.622	1.250	0.0188	0.0843
250T200-68	2.750	2.000	0.0713	0.1069
250T200-54	2.698	2.000	0.0566	0.0849
250T200-43	2.661	2.000	0.0451	0.0712
250T200-33	2.646	2.000	0.0346	0.0764
250T150-68	2.750	1.500	0.0713	0.1069
250T150-54	2.698	1.500	0.0566	0.0849
250T150-43	2.661	1.500	0.0451	0.0712
250T150-33	2.646	1.500	0.0346	0.0764
250T150-30	2.641	1.500	0.0312	0.0781
250T150-27	2.636	1.500	0.0283	0.0796
250T125-68	2.750	1.250	0.0713	0.1069
250T125-54	2.698	1.250	0.0566	0.0849
250T125-43	2.661	1.250	0.0451	0.0712
250T125-33	2.646	1.250	0.0346	0.0764
250T125-30	2.641	1.250	0.0312	0.0781
250T125-27	2.636	1.250	0.0283	0.0796
250T125-18	2.622	1.250	0.0188	0.0843
162T125-33	1.771	1.250	0.0346	0.0764
162T125-30	1.766	1.250	0.0312	0.0781
162T125-27	1.761	1.250	0.0283	0.0796
162T125-18	1.747	1.250	0.0188	0.0843
